द्रब्यशाहमध्ये,द्रब्यशाह,('SFX', '22', '0', 'मध्ये', '.')
वत्समार्फत,वत्स,('SFX', '22', '0', 'मार्फत', '.')
वत्सपट्टि,वत्स,('SFX', '22', '0', 'पट्टि', '.')
वत्समध्ये,वत्स,('SFX', '22', '0', 'मध्ये', '.')
कुँवरमात्र,कुँवर,('SFX', '22', '0', 'मात्र', '.')
कुँवरमाथिको,कुँवर,('SFX', '22', '0', 'माथिको', '.')
कुँवरहरूले,कुँवर,('SFX', '18', '0', 'हरूले', '.')
कुँवरहरूलाई,कुँवर,('SFX', '18', '0', 'हरूलाई', '.')
कुँवरहरूसँगको,कुँवर,('SFX', '18', '0', 'हरूसँगको', '.')
अन्जानहरूबाट,अन्जान,('SFX', '18', '0', 'हरूबाट', '.')
अन्जानपछिको,अन्जान,('SFX', '22', '0', 'पछिको', '.')
अन्जानहरूप्रति,अन्जान,('SFX', '18', '0', 'हरूप्रति', '.')
अन्जानबिना,अन्जान,('SFX', '15', '0', 'बिना', '.')
अन्जानमाथिबाट,अन्जान,('SFX', '22', '0', 'माथिबाट', '.')
वक्‍तृत्वभित्रमा,वक्‍तृत्व,('SFX', '22', '0', 'भित्रमा', '.')
वक्‍तृत्वपछि,वक्‍तृत्व,('SFX', '22', '0', 'पछि', '.')
वक्‍तृत्वसँगका,वक्‍तृत्व,('SFX', '15', '0', 'सँगका', '.')
वक्‍तृत्वसँगै,वक्‍तृत्व,('SFX', '15', '0', 'सँगै', '.')
वक्‍तृत्वसँग,वक्‍तृत्व,('SFX', '15', '0', 'सँग', '.')
सिरानीहरूलाई,सिरानी,('SFX', '18', '0', 'हरूलाई', '.')
सिरानीद्वारा,सिरानी,('SFX', '15', '0', 'द्वारा', '.')
सिरानीभित्रमा,सिरानी,('SFX', '22', '0', 'भित्रमा', '.')
सिरानीसमेत,सिरानी,('SFX', '22', '0', 'समेत', '.')
सिरानीअघिदेखि,सिरानी,('SFX', '22', '0', 'अघिदेखि', '.')
हस्तान्तरसहित,हस्तान्तर,('SFX', '15', '0', 'सहित', '.')
हस्तान्तरभित्रै,हस्तान्तर,('SFX', '22', '0', 'भित्रै', '.')
हस्तान्तरलगायत,हस्तान्तर,('SFX', '22', '0', 'लगायत', '.')
हस्तान्तरअनुसार,हस्तान्तर,('SFX', '22', '0', 'अनुसार', '.')
हस्तान्तरमै,हस्तान्तर,('SFX', '22', '0', 'मै', '.')
लेसार्नुभयो,लेसार्,('SFX', '41', '0', 'नुभयो', '्')
लेसारेस्,लेसार्,('SFX', '1', '्', 'ेस्/17X', '्')
लेसारिछ,लेसार्,('SFX', '1', '्', 'िछ', '्')
लेसारी,लेसार्,('SFX', '1', '्', 'ी/17X', '्')
लेसार्दिनौँ,लेसार्,('SFX', '1', '0', 'दिनौँ', '्')
अन्तर्वार्तासँग,अन्तर्वार्ता,('SFX', '15', '0', 'सँग', '.')
अन्तर्वार्तामाथि,अन्तर्वार्ता,('SFX', '22', '0', 'माथि', '.')
अन्तर्वार्तासँगै,अन्तर्वार्ता,('SFX', '15', '0', 'सँगै', '.')
अन्तर्वार्ताभित्र,अन्तर्वार्ता,('SFX', '22', '0', 'भित्र', '.')
अन्तर्वार्ताहरूको,अन्तर्वार्ता,('SFX', '18', '0', 'हरूको', '.')
खुट्नसक्छे,खुट्,('SFX', '41', '0', 'नसक्छे', '्')
खुट्नुहुँदै,खुट्,('SFX', '41', '0', 'नुहुँदै', '्')
खुटे,खुट्,('SFX', '1', '्', 'े/17X,21X', '्')
खुट्छे,खुट्,('SFX', '1', '0', 'छे', '्')
खुट्नसक्नेबारे,खुट्,('SFX', '41', '0', 'नसक्नेबारे', '्')
उघ्रँदी,उघ्रँदो,('SFX', '14', 'ो', 'ी', 'ो')
उघ्रँदा,उघ्रँदो,('SFX', '14', 'ो', 'ा', 'ो')
ब्रसमात्र,ब्रस,('SFX', '22', '0', 'मात्र', '.')
ब्रसहरूमा,ब्रस,('SFX', '18', '0', 'हरूमा', '.')
ब्रसअघि,ब्रस,('SFX', '22', '0', 'अघि', '.')
ब्रससँगका,ब्रस,('SFX', '15', '0', 'सँगका', '.')
ब्रसमाथिका,ब्रस,('SFX', '22', '0', 'माथिका', '.')
साँगेमध्ये,साँगे,('SFX', '22', '0', 'मध्ये', '.')
साँगेसम्मको,साँगे,('SFX', '22', '0', 'सम्मको', '.')
साँगेभित्रमा,साँगे,('SFX', '22', '0', 'भित्रमा', '.')
साँगेपछिकी,साँगे,('SFX', '22', '0', 'पछिकी', '.')
साँगेपट्टि,साँगे,('SFX', '22', '0', 'पट्टि', '.')
वितरणसँग,वितरण,('SFX', '15', '0', 'सँग', '.')
वितरणमार्फत,वितरण,('SFX', '22', '0', 'मार्फत', '.')
वितरणभित्रै,वितरण,('SFX', '22', '0', 'भित्रै', '.')
वितरणजस्तै,वितरण,('SFX', '22', '0', 'जस्तै', '.')
वितरणसहितको,वितरण,('SFX', '22', '0', 'सहितको', '.')
विलियमलगायत,विलियम,('SFX', '22', '0', 'लगायत', '.')
विलियमअघिदेखि,विलियम,('SFX', '22', '0', 'अघिदेखि', '.')
विलियमसँगै,विलियम,('SFX', '15', '0', 'सँगै', '.')
विलियममाथि,विलियम,('SFX', '22', '0', 'माथि', '.')
विलियमसँग,विलियम,('SFX', '15', '0', 'सँग', '.')
दँद्याउनेछिन्,दँद्याउ,('SFX', '42', '0', 'नेछिन्', '[उ]')
दँद्याउँदैछन्,दँद्याउ,('SFX', '42', '0', 'ँदैछन्', '[उ]')
दँद्याउँछन्,दँद्याउ,('SFX', '42', '0', 'ँछन्', '[उ]')
दँद्याउँदैछु,दँद्याउ,('SFX', '9', '0', 'ँदैछु', 'उ')
दँद्याउँदैनथे,दँद्याउ,('SFX', '9', '0', 'ँदैनथे', 'उ')
बिजुलीसम्म,बिजुली,('SFX', '22', '0', 'सम्म', '.')
बिजुलीसम्मको,बिजुली,('SFX', '22', '0', 'सम्मको', '.')
बिजुलीले,बिजुली,('SFX', '15', '0', 'ले', '.')
बिजुलीबिना,बिजुली,('SFX', '15', '0', 'बिना', '.')
बिजुलीसहितको,बिजुली,('SFX', '22', '0', 'सहितको', '.')
जलपानतिर,जलपान,('SFX', '22', '0', 'तिर', '.')
जलपानमाथि,जलपान,('SFX', '22', '0', 'माथि', '.')
जलपानसहितका,जलपान,('SFX', '22', '0', 'सहितका', '.')
जलपानभन्दा,जलपान,('SFX', '22', '0', 'भन्दा', '.')
जलपानकै,जलपान,('SFX', '22', '0', 'कै', '.')
दिदीहरूमाथि,दिदी,('SFX', '18', '0', 'हरूमाथि', '.')
दिदीमा,दिदी,('SFX', '15', '0', 'मा', '.')
दिदीभन्दापर,दिदी,('SFX', '22', '0', 'भन्दापर', '.')
दिदीभन्दा,दिदी,('SFX', '22', '0', 'भन्दा', '.')
दिदीमाथिका,दिदी,('SFX', '22', '0', 'माथिका', '.')
चपाउनुहुँदा,चपाउ,('SFX', '42', '0', 'नुहुँदा', '[उ]')
चपाउनुहुन्छ,चपाउ,('SFX', '42', '0', 'नुहुन्छ', '[उ]')
चपाउँछ्यौ,चपाउ,('SFX', '9', '0', 'ँछ्यौ', 'उ')
चपाउनेछस्,चपाउ,('SFX', '9', '0', 'नेछस्', 'उ')
चपाउनुभएका,चपाउ,('SFX', '42', '0', 'नुभएका', '[उ]')
लप्सीपछि,लप्सी,('SFX', '22', '0', 'पछि', '.')
लप्सीसहितको,लप्सी,('SFX', '22', '0', 'सहितको', '.')
लप्सीमध्ये,लप्सी,('SFX', '22', '0', 'मध्ये', '.')
लप्सीभित्र,लप्सी,('SFX', '22', '0', 'भित्र', '.')
लप्सीझैँ,लप्सी,('SFX', '22', '0', 'झैँ', '.')
जमातबीच,जमात,('SFX', '22', '0', 'बीच', '.')
जमातहरूले,जमात,('SFX', '18', '0', 'हरूले', '.')
जमातसँग,जमात,('SFX', '15', '0', 'सँग', '.')
जमातमाथिको,जमात,('SFX', '22', '0', 'माथिको', '.')
जमातपट्टि,जमात,('SFX', '22', '0', 'पट्टि', '.')
वाग्मतीद्वारा,वाग्मती,('SFX', '15', '0', 'द्वारा', '.')
वाग्मतीसँग,वाग्मती,('SFX', '15', '0', 'सँग', '.')
वाग्मतीबारे,वाग्मती,('SFX', '22', '0', 'बारे', '.')
वाग्मतीभित्रको,वाग्मती,('SFX', '22', '0', 'भित्रको', '.')
वाग्मतीमाथिको,वाग्मती,('SFX', '22', '0', 'माथिको', '.')
अनिवार्यता,अनिवार्य,('SFX', '33', '0', 'ता/15X,22X', '.')
शवहरूसमेत,शव,('SFX', '18', '0', 'हरूसमेत', '.')
शवसम्मका,शव,('SFX', '22', '0', 'सम्मका', '.')
शवअघिदेखि,शव,('SFX', '22', '0', 'अघिदेखि', '.')
शवले,शव,('SFX', '15', '0', 'ले', '.')
शवहरू,शव,('SFX', '18', '0', 'हरू', '.')
निर्वाधपछि,निर्वाध,('SFX', '22', '0', 'पछि', '.')
निर्वाधसँगको,निर्वाध,('SFX', '15', '0', 'सँगको', '.')
निर्वाधमै,निर्वाध,('SFX', '22', '0', 'मै', '.')
निर्वाधलगायत,निर्वाध,('SFX', '22', '0', 'लगायत', '.')
निर्वाधमध्ये,निर्वाध,('SFX', '22', '0', 'मध्ये', '.')
विश्वात्माको,विश्वात्मा,('SFX', '15', '0', 'को', '.')
विश्वात्मासम्बन्धी,विश्वात्मा,('SFX', '22', '0', 'सम्बन्धी', '.')
विश्वात्मामात्र,विश्वात्मा,('SFX', '22', '0', 'मात्र', '.')
विश्वात्मामार्फत,विश्वात्मा,('SFX', '22', '0', 'मार्फत', '.')
विश्वात्माबाट,विश्वात्मा,('SFX', '15', '0', 'बाट', '.')
सभ्यता,सभ्य,('SFX', '33', '0', 'ता/15X,22X', '.')
सत्यमोहनसँगको,सत्यमोहन,('SFX', '15', '0', 'सँगको', '.')
सत्यमोहनमध्ये,सत्यमोहन,('SFX', '22', '0', 'मध्ये', '.')
सत्यमोहनदेखि,सत्यमोहन,('SFX', '22', '0', 'देखि', '.')
सत्यमोहनभित्रका,सत्यमोहन,('SFX', '22', '0', 'भित्रका', '.')
